Total Kasus,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,?,
2-Aug,91,"2,971","1,384",173,118,421,"14,027",115,"3,992","5,770","15,068",355,913,"1,217","3,467",214,321,"1,314","1,857",768,"1,304","1,614",480,"6,639",189,195,328,328,748,295,"1,397",144,120,638,,
3-Aug,91,"3,026","1,410",173,118,434,"14,165",115,"4,040","5,880","15,534",355,938,"1,247","3,559",215,321,"1,323","1,864",770,"1,353","1,653",528,"6,639",189,211,332,345,750,295,"1,397",147,120,700,,
4-Aug,91,"3,085","1,422",175,118,448,"14,381",116,"4,210","5,980","15,877",371,974,"1,277","3,609",265,321,"1,334","1,890",773,"1,391","1,717",600,"6,780",191,215,344,558,756,304,"1,444",150,120,763,,
5-Aug,91,"3,130","1,427",182,135,477,"14,760",116,"4,220","6,135","16,267",371,"1,032","1,305","3,705",265,321,"1,363","1,915",776,"1,426","1,791",608,"6,935",192,215,348,762,768,306,"1,471",151,129,794,,
6-Aug,91,"3,168","1,455",182,135,497,"15,006",116,"4,252","6,309","16,732",371,"1,078","1,310","3,730",265,321,"1,378","2,009",787,"1,457","1,860",664,"7,010",194,219,360,850,779,345,"1,520",151,129,915,,
7-Aug,91,"3,208","1,473",185,148,525,"15,201",117,"4,315","6,503","17,221",374,"1,136","1,337","3,851",265,322,"1,405","2,099",797,"1,487","1,912",678,"7,084",195,221,369,854,786,350,"1,743",158,130,"1,017",,
8-Aug,91,"3,240","1,473",188,148,552,"15,710",117,"4,352","6,571","17,685",374,"1,164","1,377","3,894",265,322,"1,413","2,170",802,"1,575","2,036",681,"7,153",195,226,373,854,790,362,"1,743",165,130,"1,115",,
9 Aug,91,"3,269","1,474",189,148,570,"16,268",118,"4,417","6,633","18,050",380,"1,179","1,414","4,030",266,322,"1,427","2,234",805,"1,618","2,071",693,"7,211",195,226,382,854,791,362,"1,848",172,130,"1,115",,
10 Aug,91,"3,308","1,475",189,149,593,"16,446",118,"4,444","6,787","18,417",380,"1,262","1,448","4,054",279,331,"1,437","2,312",814,"1,638","2,098",714,"7,266",195,227,404,858,803,385,"1,878",172,130,"1,134",,
11 Aug,91,"3,356","1,484",189,151,609,"16,630",118,"4,483","6,877","18,780",380,"1,330","1,458","4,136",279,337,"1,492","2,371",823,"1,689","2,138",721,"7,388",195,228,426,871,856,391,"1,934",178,131,"1,190",,
12 Aug,191,"3,388","1,502",195,151,633,"17,449",119,"4,554","7,008","19,125",380,"1,381","1,488","4,222",279,338,"1,545","2,372",834,"1,719","2,189",731,"7,450",196,230,437,922,885,399,"1,949",178,137,"1,190",,
13 Aug,191,"3,425","1,551",195,158,646,"17,836",119,"4,583","7,111","19,548",398,"1,411","1,558","4,248",286,349,"1,593","2,415",854,"1,739","2,337",769,"7,510",197,234,484,958,909,418,"1,958",187,137,"1,246",,
14 Aug,191,"3,484","1,560",195,158,658,"18,528",120,"4,591","7,164","20,016",399,"1,478","1,580","4,305",286,365,"1,611","2,527",869,"1,821","2,438",812,"7,630",197,234,536,958,910,437,"1,962",191,137,"1,271",,
15 Aug,191,"3,526","1,580",195,158,662,"19,054",121,"4,627","7,223","20,471",405,"1,490","1,610","4,341",286,371,"1,626","2,563",888,"1,876","2,511",821,"7,691",197,247,581,"1,006",937,439,"1,997",203,138,"1,289",,
16 Aug,191,"3,578","1,598",196,158,675,"19,708",121,"4,668","7,285","20,839",407,"1,544","1,610","4,424",286,372,"1,646","2,598",896,"1,967","2,613",829,"7,753",197,247,601,"1,029",946,450,"2,017",211,138,"1,305",,
17 Aug,191,"3,624","1,617",196,158,682,"19,917",122,"4,713","7,327","21,255",407,"1,610","1,640","4,550",288,382,"1,659","2,626",914,"2,035","2,659",842,"7,840",197,278,618,"1,035",946,451,"2,021",211,138,"1,309",,
18 Aug,191,"3,648","1,624",198,158,695,"20,505",122,"4,729","7,422","21,632",409,"1,644","1,710","4,590",294,382,"1,678","2,641",918,"2,117","2,740",849,"8,063",197,278,640,"1,035",974,485,"2,021",217,138,"1,362",,
19 Aug,191,"3,701","1,655",201,158,713,"21,071",126,"4,777","7,552","22,076",410,"1,700","1,710","4,726",298,389,"1,699","2,679",938,"2,155","2,834",849,"8,131",197,280,659,"1,493",995,510,"2,027",218,138,"1,401",,
20 Aug,191,"3,751","1,665",201,159,765,"21,795",126,"4,848","7,688","22,485",424,"1,721","1,722","4,800",298,401,"1,728","2,692",957,"2,191","2,914",865,"8,210",197,281,695,"1,494",995,511,"2,091",227,138,"1,448",,
21 Aug,191,"3,814","1,699",201,160,793,"22,228",130,"4,970","7,788","22,899",424,"1,774","1,742","5,077",298,446,"1,838","2,742",999,"2,325","2,984",884,"8,300",199,282,721,"1,494",995,512,"2,241",227,138,"1,476",,
22 Aug,191,"3,881","1,729",201,160,808,"22,877",131,"5,151","7,931","23,301",429,"1,858","1,767","5,307",307,446,"1,864","2,761","1,006","2,354","3,064",893,"8,369",206,283,751,"1,494",997,518,"2,277",230,148,"1,508",,
23 Aug,191,"3,953","1,749",201,164,826,"23,567",131,"5,668","7,989","23,632",448,"1,910","1,805","5,383",311,465,"1,879","2,820","1,043","2,421","3,140",900,"8,461",206,283,767,"1,494",997,518,"2,277",237,149,"1,515",,
24 Aug,191,"4,007","1,791",203,165,846,"25,463",131,"5,876","8,088","23,953",448,"1,920","1,815","5,430",314,468,"1,887","2,905","1,055","2,455","3,205",908,"8,554",207,295,819,"1,494","1,007",524,"2,685",237,149,"1,565",,
25 Aug,191,"4,058","1,807",208,166,857,"25,987",133,"5,881","8,208","24,301",448,"2,087","1,847","5,496",316,488,"1,905","2,939","1,075","2,485","3,312",921,"8,692",210,295,831,"1,508","1,052",524,"2,685",240,149,"1,565",,
26 Aug,191,"4,115","1,836",212,171,892,"26,750",137,"5,911","8,366","24,649",468,"2,163","1,877","5,637",318,526,"1,921","2,956","1,083","2,519","3,442",946,"8,801",212,310,854,"1,508","1,083",546,"3,024",244,149,"1,592",,
27 Aug,191,"4,189","1,857",212,171,923,"28,288",137,"5,997","8,581","24,990",509,"2,214","1,901","5,821",320,533,"1,942","3,015","1,138","2,539","3,559",991,"8,894",213,321,872,"1,561","1,099",555,"3,036",248,155,"1,603",,
28 Aug,191,"4,260","1,873",214,173,947,"29,169",143,"6,064","8,701","25,228",509,"2,258","1,901","6,001",323,534,"1,969","3,054","1,149","2,601","3,693","1,008","9,000",218,321,914,"1,561","1,100",562,"3,089",261,156,"1,755",,
29 Aug,191,"4,327","1,981",217,173,968,"29,768",149,"6,072","8,791","25,533",540,"2,300","1,941","6,150",324,552,"1,996","3,115","1,157","2,650","3,804","1,008","9,080",218,321,937,"1,579","1,102",562,"3,109",263,156,"1,768",,
30 Aug,246,"4,355","2,018",217,182,976,"30,134",149,"6,093","8,873","25,756",540,"2,318","1,976","6,246",325,552,"2,020","3,131","1,196","2,702","3,906","1,049","9,160",219,324,965,"1,579","1,102",563,"3,114",270,156,"1,773",,
31 Aug,312,"4,434","2,043",223,186,"1,026","30,538",156,"6,150","8,973","26,139",557,"2,390","1,998","6,288",329,575,"2,047","3,157","1,223","2,738","3,966","1,072","9,247",220,329,"1,008","1,579","1,158",569,"3,114",270,156,"1,789",,
1 Sep,395,"4,534","2,104",223,186,"1,036","31,267",156,"6,202","9,094","26,463",557,"2,407","2,018","6,389",335,575,"2,075","3,222","1,242","2,771","4,065","1,087","9,322",220,329,"1,028","1,579","1,196",592,"3,139",277,156,"1,816",,
2 Sep,395,"4,635","2,126",224,186,"1,061","31,741",156,"6,339","9,294","26,777",578,"2,474","2,018","6,494",336,578,"2,104","3,245","1,308","2,822","4,171","1,092","9,412",220,334,"1,038","1,579","1,206",598,"3,160",278,159,"1,833",,
3 Sep,403,"4,752","2,150",226,186,"1,075","32,441",157,"6,369","9,429","27,117",588,"2,551","2,103","6,633",351,586,"2,116","3,282","1,329","2,857","4,283","1,101","9,499",221,336,"1,061","1,579","1,223",599,"3,160",280,163,"1,849",,
4 Sep,434,"4,833","2,177",228,186,"1,096","33,260",170,"6,455","9,549","27,401",600,"2,639","2,193","6,670",356,595,"2,130","3,318","1,399","2,897","4,337","1,109","9,563",222,338,"1,116","1,579","1,248",604,"3,178",283,163,"1,855",,
5 Sep,434,"4,927","2,206",231,187,"1,116","33,991",181,"6,500","9,834","27,680",614,"2,775","2,193","6,707",359,595,"2,155","3,331","1,429","2,940","4,450","1,118","9,613",224,339,"1,223","1,579","1,266",620,"3,247",293,169,"1,875",,
6 Sep,434,"5,017","2,234",231,187,"1,157","34,792",181,"6,554","10,018","28,044",614,"2,952","2,193","6,802",359,595,"2,176","3,378","1,452","2,960","4,555","1,121","9,663",224,345,"1,253","1,579","1,288",622,"3,247",299,170,"1,879",,
7 Sep,434,"5,111","2,269",231,197,"1,189","35,454",181,"6,642","10,181","28,289",614,"2,962","2,193","6,851",360,647,"2,192","3,408","1,509","3,012","4,647","1,172","9,746",226,345,"1,301","1,579","1,317",630,"3,286",302,170,"1,905",,
8 Sep,494,"5,225","2,295",235,197,"1,216","36,383",181,"6,718","10,329","28,731",619,"3,018","2,193","6,889",367,654,"2,211","3,440","1,560","3,030","4,733","1,195","9,846",226,351,"1,344","1,579","1,364",633,"3,310",306,170,"1,916",,
9 Sep,504,"5,322","2,316",235,202,"1,268","37,224",187,"6,766","10,491","29,071",621,"3,114","2,208","6,996",368,654,"2,236","3,467","1,625","3,054","4,824","1,224","9,886",228,361,"1,428","1,579","1,375",645,"3,310",318,170,"1,923",,
10 Sep,504,"5,437","2,347",237,210,"1,298","38,228",212,"6,875","10,623","29,278",621,"3,244","2,238","7,134",374,654,"2,267","3,486","1,685","3,090","4,884","1,235","9,886",229,363,"1,489","1,579","1,375",649,"3,331",326,170,"1,952",,
11 Sep,504,"5,529","2,385",237,210,"1,313","39,128",222,"7,161","10,817","29,562",644,"3,345","2,248","7,235",378,724,"2,286","3,553","1,735","3,116","4,959","1,268","10,025",229,366,"1,557","1,584","1,413",666,"3,357",331,170,"1,960",,
12 Sep,504,"5,593","2,425",237,210,"1,325","39,793",229,"7,493","10,969","29,924",647,"3,445","2,263","7,319",379,761,"2,312","3,601","1,740","3,156","5,042","1,278","10,103",229,366,"1,581","1,584","1,420",671,"3,384",338,170,"1,967",,
13 Sep,504,"5,691","2,459",239,210,"1,332","40,751",233,"7,685","11,079","30,540",649,"3,588","2,269","7,397",385,761,"2,321","3,649","1,763","3,168","5,106","1,303","10,150",231,371,"1,607","1,592","1,420",671,"3,402",341,172,"1,971",,
14 Sep,556,"5,782","2,482",239,210,"1,355","42,245",233,"7,849","11,321","30,905",655,"3,770","2,269","7,474",394,838,"2,344","3,748","1,804","3,208","5,163","1,314","10,213",231,379,"1,693","1,592","1,513",691,"3,402",342,172,"2,019",,
15 Sep,701,"5,837","2,510",244,237,"1,370","43,226",233,"8,106","11,508","31,243",655,"3,854","2,287","7,530",394,862,"2,353","3,798","1,890","3,234","5,253","1,330","10,213",232,385,"1,759","1,593","1,526",703,"3,422",347,172,"2,058",,
16 Sep,"1,100","5,887","2,558",246,253,"1,420","44,171",241,"8,319","11,632","31,585",666,"4,033","2,407","7,587",404,869,"2,366","3,839","1,949","3,249","5,319","1,339","10,345",232,407,"1,783","1,609","1,526",725,"3,432",349,173,"2,081",,
17 Sep,"1,100","5,979","2,602",246,271,"1,440","45,123",249,"8,650","11,862","31,866",670,"4,135","2,407","7,624",412,871,"2,386","3,857","1,985","3,270","5,390","1,350","10,357",232,428,"1,817","1,775","1,526",732,"3,448",360,175,"2,091",,
18 Sep,"1,260","6,073","2,628",249,275,"1,471","46,151",252,"8,938","12,282","32,393",681,"4,302","2,484","7,823",416,"1,157","2,397","3,885","2,048","3,295","5,461","1,365","10,421",233,430,"2,012","1,787","1,585",854,"3,515",364,179,"2,108",,
19 Sep,"1,304","6,213","2,650",262,276,"1,491","47,176",254,"9,492","12,685","32,822",690,"4,392","2,514","8,071",421,"1,174","2,419","3,920","2,178","3,325","5,537","1,372","10,461",233,436,"2,084","1,787","1,630",854,"3,558",369,180,"2,120",,
20 Sep,"1,304","6,338","2,682",264,280,"1,506","48,247",255,"9,910","12,985","33,234",705,"4,454","2,527","8,130",421,"1,174","2,430","3,934","2,215","3,351","5,631","1,372","10,537",233,436,"2,161","1,787","1,630",904,"3,558",378,231,"2,123",,
21 Sep,"1,680","6,418","2,737",268,307,"1,543","49,546",256,"10,167","13,306","33,575",720,"4,528","2,549","8,226",423,"1,174","2,442","3,990","2,303","3,371","5,708","1,417","10,633",234,436,"2,194","1,787","1,632",917,"3,558",378,231,"2,143",,
22 Sep,"1,774","6,537","2,859",269,335,"1,578","50,389",256,"10,755","13,712","33,978",720,"4,680","2,549","8,266",429,"1,179","2,457","4,047","2,393","3,399","5,752","1,533","10,722",238,460,"2,327","1,787","1,663",920,"3,570",380,231,"2,154",,
23 Sep,"1,774","6,623","2,899",269,353,"1,634","51,494",260,"10,925","14,083","34,431",722,"4,902","2,587","8,370",433,"1,198","2,477","4,061","2,498","3,415","5,867","1,667","10,803",240,494,"2,652","1,787","1,687",939,"3,620",385,240,"2,169",,
24 Sep,"1,889","6,754","2,982",274,367,"1,652","52,648",262,"11,174","14,772","34,862",729,"5,025","2,606","8,451",434,"1,214","2,497","4,093","2,641","3,451","6,006","1,751","10,877",243,494,"2,767","1,799","1,687",939,"3,688",395,240,"2,190",,
25 Sep,"1,889","6,828","3,218",277,379,"1,677","54,268",263,"12,022","15,043","35,205",769,"5,080","2,636","8,503",448,"1,227","2,536","4,132","2,724","3,463","6,107","1,779","10,961",243,519,"2,941","1,799","1,687","1,039","3,688",407,240,"2,199",,
26 Sep,"1,889","6,915","3,265",278,391,"1,717","55,032",263,"12,644","15,255","35,543",780,"5,178","2,636","8,518",448,"1,295","2,547","4,153","2,847","3,497","6,262","1,814","11,111",247,581,"3,141","1,799","1,695","1,056","3,743",408,250,"2,205",,
27 Sep,"2,037","6,987","3,478",291,402,"1,743","56,329",265,"12,874","15,373","35,945",789,"5,322","2,662","8,593",450,"1,296","2,555","4,195","2,915","3,519","6,443","1,814","11,328",247,595,"3,335","1,799","1,734","1,073","3,743",416,250,"2,217",,
28 Sep,"2,202","7,126","3,603",300,402,"1,797","57,657",265,"13,181","15,574","36,323",789,"5,472","2,692","8,682",450,"1,400","2,559","4,246","2,995","3,555","6,636","1,858","11,503",250,614,"3,445","1,799","1,734","1,112","3,743",416,263,"2,227",,
29 Sep,"2,325","7,249","3,684",302,421,"1,856","58,775",265,"13,279","15,834","36,708",808,"5,521","2,696","8,746",451,"1,416","2,598","4,271","3,081","3,575","6,804","1,920","11,966",256,628,"3,603","1,802","1,800","1,126","3,743",417,268,"2,243",,
30 Sep,"2,325","7,365","3,964",303,441,"1,885","60,231",265,"13,650","16,034","37,058",810,"5,772","2,816","8,784",495,"1,418","2,638","4,357","3,185","3,596","6,974","1,934","12,340",267,639,"3,849","1,802","1,800","1,153","3,835",425,274,"2,263",,
1 Oct,"2,487","7,487","4,101",303,456,"1,934","61,354",268,"13,778","16,221","37,381",824,"5,880","2,831","8,857",502,"1,419","2,652","4,422","3,292","3,620","7,126","1,949","12,577",287,655,"4,128","1,802","1,859","1,164","3,867",424,272,"2,298",,
2 Oct,"2,487","7,578","4,214",312,466,"1,957","62,009",273,"13,963","16,424","37,741",842,"5,964","2,864","8,920",503,"1,428","2,659","4,508","3,424","3,658","7,306","2,037","12,773",291,672,"4,283","1,802","1,859","1,164","3,927",428,285,"2,319",,
3 Oct,"2,642","7,686","4,314",316,466,"1,976","63,197",276,"14,058","16,624","38,087",847,"6,112","2,946","8,991",524,"1,462","2,676","4,598","3,539","3,683","7,436","2,045","12,891",307,681,"4,771","1,811","1,886","1,167","3,974",450,285,"2,328",,
4 Oct,"2,838","7,816","4,382",322,472,"2,046","64,229",281,"14,137","16,807","38,403",866,"6,342","2,976","9,088",528,"1,463","2,686","4,663","3,671","3,710","7,546","2,061","13,013",310,694,"4,981","1,811","1,918","1,258","4,005",465,306,"2,359",,
5 Oct,"3,016","7,943","4,454",328,501,"2,123","65,213",286,"14,927","17,007","38,688",866,"6,539","3,014","9,119",531,"1,549","2,706","4,738","3,825","3,751","7,667","2,147","13,169",312,710,"5,264","1,819","1,918","1,278","4,005",469,319,"2,392",,
6 Oct,"3,115","8,072","4,552",330,531,"2,163","66,230",293,"15,128","17,347","38,980",874,"6,690","3,056","9,226",550,"1,593","2,739","4,742","4,125","3,766","7,871","2,212","13,369",324,732,"5,439","1,823","1,934","1,345","4,060",474,333,"2,419",,
7 Oct,"3,326","8,192","4,674",331,551,"2,183","67,216",303,"15,641","17,617","39,273",878,"6,800","3,092","9,294",553,"1,693","2,757","4,786","4,244","3,817","8,048","2,242","13,454",328,732,"5,699","1,831","1,982","1,386","4,111",478,336,"2,443",,
8 Oct,"3,492","8,317","4,768",331,571,"2,192","68,260",304,"15,966","17,887","39,607",879,"7,038","3,141","9,363",555,"1,826","2,770","4,937","4,386","3,840","8,237","2,273","13,581",335,748,"5,790","1,831","2,014","1,393","4,158",484,343,"2,443",,
9 Oct,"3,585","8,455","4,854",333,585,"2,223","69,110",309,"16,529","18,097","39,913",909,"7,220","3,149","9,505",559,"1,826","2,792","5,002","4,553","3,875","8,401","2,309","13,692",355,765,"5,856","1,864","2,014","1,480","4,158",492,349,"2,549",,
10 Oct,"3,585","8,598","4,943",356,610,"2,236","70,392",310,"16,907","18,367","40,218",916,"7,354","3,167","9,527",566,"1,961","2,799","5,075","4,687","3,902","8,549","2,342","13,801",369,768,"5,998","1,864","2,039","1,499","4,208",640,352,"2,576",,
11 Oct,"3,585","8,696","5,029",361,640,"2,273","71,454",316,"17,462","18,572","40,490",958,"7,563","3,194","9,606",568,"2,009","2,806","5,116","4,893","3,952","8,706","2,348","13,891",375,769,"6,107","1,864","2,039","1,560","4,208",653,352,"2,612",,
12 Oct,"3,746","8,834","5,105",363,670,"2,357","72,540",316,"17,700","18,852","40,793",958,"7,624","3,232","9,651",568,"2,053","2,813","5,169","5,005","4,000","8,881","2,375","14,049",379,769,"6,223","1,868","2,159","1,595","4,208",653,353,"2,658",,
13 Oct,"3,851","8,975","5,167",376,670,"2,396","73,640",318,"18,269","19,144","41,144","1,024","7,655","3,301","9,762",574,"2,107","2,885","5,186","5,096","4,020","9,015","2,393","14,292",406,769,"6,343","1,888","2,268","2,330","4,316",660,362,"2,694",,
14 Oct,"3,909","9,116","5,273",402,684,"2,416","74,831",318,"18,793","20,041","41,474","1,079","7,926","3,333","9,815",584,"2,108","2,936","5,242","5,221","4,042","9,176","2,439","14,370",410,786,"6,488","1,892","2,290","2,330","4,362",686,369,"2,710",,
15 Oct,"4,058","9,273","5,523",412,684,"2,471","75,881",321,"19,097","22,264","41,786","1,138","8,061","3,366","9,874",588,"2,175","2,951","5,269","5,352","4,072","9,286","2,472","14,489",413,786,"6,603","1,892","2,470","2,394","4,420",693,369,"2,758",,
16 Oct,"4,187","9,406","5,621",418,699,"2,503","76,863",341,"19,484","22,660","42,132","1,189","8,269","3,405","9,918",593,"2,246","2,970","5,334","5,500","4,110","9,397","2,507","14,655",413,849,"6,705","1,906","2,542","2,444","4,420",700,400,"2,758",,
17 Oct,"4,318","9,505","5,735",430,701,"2,551","77,969",368,"19,924","22,980","42,455","1,224","8,541","3,437","9,984",597,"2,246","2,994","5,381","5,756","4,142","9,497","2,517","14,828",436,869,"6,823","1,906","2,651","2,504","4,438",704,406,"2,775",,
18 Oct,"4,605","9,583","5,892",436,721,"2,615","79,043",368,"20,269","23,372","42,708","1,227","8,752","3,437","10,042",610,"2,284","3,005","5,437","5,863","4,183","9,605","2,568","14,943",439,889,"6,935","1,906","2,715","2,536","4,438",717,406,"2,775",,
19 Oct,"4,820","9,683","5,948",451,721,"2,690","80,167",371,"20,608","23,724","43,049","1,227","8,825","3,483","10,075",619,"2,284","3,011","5,444","6,033","4,207","9,723","2,676","15,033",449,912,"7,456","1,909","2,744","2,543","4,438",717,406,"2,797",,
20 Oct,"5,037","9,788","6,069",456,727,"2,741","81,013",379,"20,821","24,324","43,356","1,255","8,970","3,560","10,117",619,"2,361","3,021","5,491","6,143","4,234","9,815","2,914","15,133",462,912,"8,091","1,928","2,804","2,646","4,533",724,411,"2,798",,
21 Oct,"5,037","9,883","6,217",461,727,"2,762","82,085",379,"21,371","24,704","43,671","1,255","9,092","3,577","10,153",628,"2,361","3,035","5,522","6,410","4,258","9,894","2,979","15,322",479,912,"8,396","1,928","2,835","2,691","4,533",734,416,"2,802",,
22 Oct,"5,037","9,977","6,292",468,747,"2,781","83,244",419,"21,703","25,068","44,018","1,267","9,277","3,577","10,195",633,"2,361","3,077","5,602","6,524","4,284","9,976","3,079","15,422",494,935,"8,567","1,928","2,835","2,707","4,533",742,422,"2,815",,
23 Oct,"5,037","10,055","6,367",471,760,"2,806","84,337",425,"22,022","25,538","44,359","1,282","9,514","3,632","10,275",645,"2,385","3,104","5,664","7,047","4,312","10,048","3,153","15,509",512,939,"8,819","1,928","2,884","2,745","4,533",744,434,"2,815",,
24 Oct,"5,037","10,144","6,455",473,760,"2,842","85,492",447,"22,676","25,968","44,665","1,288","9,682","3,684","10,373",654,"2,418","3,118","5,704","7,248","4,341","10,126","3,259","15,564",519,939,"9,097","1,928","2,926","2,836","4,533",763,443,"2,817",,
25 Oct,"5,037","10,226","6,574",475,768,"2,910","86,721",501,"23,143","26,331","44,907","1,288","9,832","3,710","10,425",662,"2,471","3,134","5,885","7,420","4,374","10,201","3,330","15,664",558,941,"9,654","1,928","3,024","3,075","4,533",784,443,"2,835",,
26 Oct,"5,037","10,285","6,835",482,773,"2,939","87,883",521,"23,585","26,634","45,203","1,300","9,959","3,744","10,481",664,"2,541","3,156","6,015","7,605","4,405","10,286","3,392","15,744",590,941,"9,905","1,928","3,083","3,093","4,598",784,443,"2,838",,
27 Oct,"5,037","10,361","6,936",495,785,"2,971","89,017",542,"24,140","26,951","45,450","1,306","10,175","3,776","10,513",672,"2,541","3,188","6,075","8,085","4,430","10,376","3,447","16,124",603,941,"10,203","1,928","3,120","3,358","4,598",816,449,"2,839",,
28 Oct,"5,037","10,397","7,030",510,788,"3,013","90,064",574,"24,507","27,278","45,683","1,328","10,267","3,793","10,593",679,"2,564","3,220","6,113","8,283","4,445","10,464","3,557","16,230",613,977,"10,467","1,928","3,158","3,478","4,637",816,463,"2,839",,
29 Oct,"5,037","10,453","7,108",512,793,"3,064","91,142",593,"24,999","27,508","45,937","1,328","10,542","3,820","10,636",683,"2,581","3,251","6,251","8,833","4,481","10,546","3,674","16,301",624,"1,023","10,688","1,928","3,186","3,493","4,637",816,465,"2,845",,
30 Oct,"5,037","10,561","7,290",512,803,"3,124","92,219",607,"25,355","27,808","46,152","1,333","10,796","3,855","10,695",683,"2,610","3,255","6,283","10,009","4,517","10,619","3,764","16,383",628,"1,047","10,937","1,928","3,186","3,494","4,637",823,498,"2,847",,
31 Oct,"5,037","10,624","7,422",524,803,"3,147","93,251",619,"25,644","28,094","46,378","1,338","11,066","3,880","10,773",701,"2,668","3,258","6,319","10,270","4,542","10,706","3,863","16,444",647,"1,047","11,162","1,928","3,232","3,601","4,637",826,498,"2,852",,
1 Nov,"5,037","10,681","7,528",526,803,"3,160","94,726",619,"26,282","28,426","46,701","1,338","11,250","3,880","10,848",716,"2,668","3,263","6,385","10,514","4,566","10,778","3,947","16,551",652,"1,120","11,333","1,928","3,232","3,655","4,637",840,499,"2,853",,
2 Nov,"5,173","10,766","7,578",533,833,"3,209","95,783",619,"26,671","28,788","47,001","1,338","11,500","3,906","10,873",722,"2,775","3,272","6,394","10,764","4,585","10,846","4,034","16,617",672,"1,120","11,490","1,946","3,266","3,655","4,637",841,500,"2,859",,
3 Nov,"5,351","10,847","7,642",540,842,"3,231","96,809",648,"27,058","29,218","47,262","1,341","11,775","3,926","10,927",729,"2,775","3,295","6,475","11,015","4,637","10,918","4,166","16,659",678,"1,120","11,842","1,946","3,267","3,681","4,658",841,517,"2,861",,
4 Nov,"5,531","10,924","7,749",546,855,"3,278","97,743",655,"27,348","29,580","47,505","1,348","11,900","3,942","10,969",732,"2,803","3,354","6,522","11,683","4,660","10,995","4,200","16,730",685,"1,163","12,089","1,946","3,267","3,692","4,658",842,522,"2,866",,
